english,luganda,source
The deceased was buried next to his mother.,Omugenzi yaziikibwa okumpi ne nnyina.,kambale
That musician has very many fans.,Omuyimbi oyo alina abawagizi bangi.,kambale
During the coronavirus outbreak  people began making masks out of clothes.,Mu kubalukawo kw'akawuka ka sennyiga kolona abantu baatandika okukola masiki mu ngoye.,kambale
The minister calls upon people not to believe in false information running on social media,Minisita akubiriza abantu obutakkiririza mu mawulire ga kifere agatambulira ku mikutu gy'amawulire,kambale
The journalists had a workshop yesterday.,Bannamawulire baabadde n'omusomo jjo.,kambale
There is a misunderstanding between the two refugee hosting districts.,Waliwo obutategeeregana wakati wa disitulikiti ebbiri ezisenza abanoonyiboobubudamu.,kambale
Uganda has international relations with China.,Uganda erina enkolagana ne China.,kambale
Regional governments receive conditional grants from the government.,Gavumenti ez'ebitundu zifuna obuyamba okuva mu gavumenti.,kambale
We overcame that big problem because one can now buy the tiles off-shelf.,Twavuunuka ekizibu ekyo ekinene kubanga kati omuntu asobola okugula tayiro ezo ku maduuka.,kambale
Farm tools are kept in a dry place so that they do not rust.,Ebikozesebwa mu faamu biterekebwa mu kifo ekikalu bireme kutalaga.,kambale
That man chased his wife from their house.,Omusajja oyo yagobye mukazi we mu nnyumba yaabwe.,kambale
He used force to rape the young girl which injured her.,Yakozesa maanyi okusobya ku muwala ekyamukosa.,kambale
The tribal wars in Northern Uganda still exist.,Entalo z'amawanga mu Mambuka ga Uganda zikyaliwo.,kambale
The bishop wished the congregation a happy festive season.,Omulabirizi yayagalizza abakungaanye ebiseera by'ebikujjuko ebirungi.,kambale
Moyo and Obongi districts have conflicted over three billion shillings.,Disitulikiti za Moyo ne Obongi kukuubaganye ku buse bw'ensimbi busatu.,kambale
The school needs a nurse.,Essomero lirina obwetaavu bw'omusawo.,kambale
Their doubts are reduced by the powerful pictures that show clear messages.,Okubuusabuusa kwe baalina kwakendeera oluvannyuma lw'okulaba ebifaananyi ebyali bitegeerekeka obulungi ebyalimu obubaka obw'amaanyi.,kambale
The president signed off the bill and it became a law.,Pulezidenti yassa omukono ku tteeka ne litongozebwa.,kambale
Memorial Day is approaching soon.,Olunaku lw'okumujjukira lunaatera okutuuka.,kambale
Ntoroko is the least corrupt district in Uganda.,Ntoroko ye disitulikiti esingamu obuli bw'enguzi.,kambale
The nursery school I attended closed a long time ago.,Essomero lya nasale lye nnasomeramu lyaggalwawo dda.,kambale
Students performed poorly in the mock examinations.,Abayizi baakola bubi mu bibuuzo ebya mmooko.,kambale
Ugandan advises citizens to use money given to them to start businesses.,Munnayuganda awa abatuuze amagezi okukozesa mobile money okutandikawo zi bizinensi,kambale
Girls were advised to be aware of men who give them gifts and money.,Abawala baabagamba okwegendereza abasajja ababawa ebirabo ne ssente.,kambale
Some unknown people threatened the woman legislator.,Abantu abatamanyiddwa baatiisatiisa omubaka wa palamenti omukyala.,kambale
Sacrificing ourselves will not be necessary we need better solutions.,Okwesaddaaka tekijja kwetaagisa twetaaga eky'okukola ekisingako.,kambale
He sent me the money a day later.,Ssente yazimpeereza nga wayiseewo olunaku lumu.,kambale
More people leave villages and farms to live in the cities.,Abantu abasinga baleka ebyalo ne ffaamu okubeera mu bibuga.,kambale
Very many youths in Uganda believed in the ideology of people power.,Abavubuka bangi mu Uganda bakkiririza mu ndowooza y'amaanyi g'abantu.,kambale
The people's standards of living have changed.,Embeera y'obulamu bw'abantu ekyuse nnyo.,kambale
The man I am showing you is holding a stick.,Omusajja gwe nkulaga akutte omuggo.,kambale
She has a debt of ten thousand to pay back in two days.,Alina ebbanja lya mutwalo guno z'alina okusasulira mu nnaku bbiri.,kambale
Who bought that dress for her?,Ani yamugulira ekiteeteeyi ekyo?,kambale
An industry analyst told Reuter news agency that cement volumes in Kenya grew by nine percent.,Omutunuulizi w'ebyamakolero yagambye Reuter news agency nti obungi bwa sseminti mu Kenya bwalinya n'ebitundu mwenda ku buli kikumi.,kambale
The president invited the veterans to come back to Uganda.,Omukulembeze w'eggwanga yayita abaazirwanako okudda mu Uganda .,kambale
His bail application has been canceled by the court.,Kkooti esazizaamu okusaba kwe okw'okuteebwa ku kakalu ka kkooti .,kambale
Farmers have hope in their farm produce.,Abalimirunzi balina essuubi mu bye bafulumya.,kambale
Both politicians and their supporters confuse the voters and the supporters.,Bannabyabufuzi n'abawagizi baabwe batabula abalonzi n'abawagizi.,kambale
So many students buy books from his shop because he gives them sweets.,Abayizi bangi bagula ebitabo mu dduuka lye olw'okuba abawa swiiti.,kambale
Sometimes the city council delays to collect garbage from the markets.,Ebiseera ebimu akakiiko akaddukanya ekibuga kalwawo okukungaanya kasasiro okuva mu butale.,kambale
What happens when mountains erupt?,Kiki ekibaawo ensozi bwe ziwandula omuliro?,kambale
The company was then placed under provisional administration in May two thousand seventeen.,Kkampuni oluvannyuma yateekebwa wansi w'obukulembeze obw'ekiseera mu nkumi bbiri mu kkumi na musanvu Ogwokutaano.,kambale
They punished all chaotic students.,Baabonerezza abayizi b'obuvuyo bonna.,kambale
The government puts in huge amounts of money in social services annually.,Gavumenti eteeka omuwendo gw'ensimbi munene mu mpereza y'abantu buli mwaka.,kambale
Sports betting is the focus of illegal activities such as match-fixing.,Okusiba ku mizannyo kuvaako ebikolwa ebitali mu mateeka nga okutunda emizannyo.,kambale
This road was renovated by the people of this community.,Abantu b'oku kyalo kino be badaabiriza oluguudo luno.,kambale
All Ugandans have to stand together as one.,Bannayuganda bonna balina okuyimirira wamu ng'ekitole.,kambale
Darkness cannot drive out darkness.,Ekizikiza tekisobola kuggyawo kizikiza.,kambale
We need a lot of money to carry out more investigations on the case.,Twetaaga ensimbi eziwerako okukola okunoonyereza okulala ku musango.,kambale
The winner was crowned as the new miss Uganda.,Omuwanguzi yaweebwa engule ya nnalulungi wa Uganda.,kambale
The general elections are one year away.,Okulonda kw'abonna kubuzaayo omwaka gumu.,kambale
Be peaceful and avoid any kind of violence.,Beera wa ddembe era weewale engeri z'akavuyo zonna.,kambale
Wearing a black dress is suitable for a funeral.,Okwambala ekiteeteeyi ekiddugavu kisaana mu kuziika.,kambale
Do not sympathise with criminals.,Tosasira bakozi ba bikolobero.,kambale
The supplier has brought the internet.,Oyo atuusa ku bantu intaneeti agireese.,kambale
Girls in Uganda between the age of six to twelve have never attended school.,Abawala mu Uganda wakati w'emyaka mukaaga n'ekkumi n'ebiri tebagendangako ku ssomero.,kambale
The high court ordered Senior Police Officer Godfrey Bangirana to vacate office.,Kkooti ensukkulumu yalagidde offiisa omukulu Godfrey Bangirana okuva mu yafeesi.,kambale
They did not score any goal.,Tebaateeba ggoolo yonna.,kambale
Education should be affordable for everyone.,Okusoma kulina okuba nga kusoboka eri buli omu.,kambale
The laboratory will test the quality levels of milk.,Ekkeberero lijja kukebera omutindo gw'amata.,kambale
It's always good to socialize with people suffering from this disease.,Bulijjo kirungi okukolagana n'abantu abalina obulwadde buno.,kambale
Heavy rains can lead to the collapse of poorly constructed bridges.,Enkuba ennyingi esobola okuviirako okwonooneka kw'entindo ezaazimbibwa obubi.,kambale
The Rwanda leadership now views Museveni as an enemy.,Obukulembeze bwa Rwanda bulaba Museveni ng'omulabe.,kambale
People should be economically empowered.,Abantu balina okutumbulwa mu by'enfuna.,kambale
You need a lot of money to build a good house.,Weetaaga ssente nnyingi okusobola okuzimba ennyumba ennungi.,kambale
District officials should strategise and improve the performance of children in schools.,Abakungu ba disitulikiti balina okukola enteekateeka okutumbula enkola y'abaana mu masomero.,kambale
A stupid man looks for a problem in every opportunity.,Omusajja omusirusiru anoonya ekizibu mu buli kakisa k'aba afunye.,kambale
Uganda has an underdeveloped ambulance system.,Uganda erina enkola y'emmotoka ezitambuza balwadde embi.,kambale
We visited historic sites at the Uganda museum during the school tour.,Twakyalira ebifo by'ebyafaayo mu kkaddiyizo lya Uganda mu kulambula kw'essomero.,kambale
The mayors generally extracted fewer rental fees in the city.,Mu bibuga bameeya batera okufuna obusente butono ku mayumba.,kambale
My friend grew up in an orphanage.,Mukwano gwange yakulira mu maka omukuumirwa bamulekwa.,kambale
How can we ensure the smooth flow of investigations?,Tuyinza kutambuza tutya okunoonyereza obulungi?,kambale
There were disagreements between Uganda and Tanzania.,Waaliwo obutategeeragana wakati wa Uganda ne Tanzania.,kambale
The boys are taught by their parents how to manage the garden.,Abalenzi basomesebwa bazadde baabwe engeri y'okulabiriramu ennimiro.,kambale
"When algorithms of social media follow the money, they undermine the communal ""We"".",Ebibalo eby'emikutu gimukwanirawala bwe gigoberera ensimbi gyesonyiwa ekigambo ffe.,kambale
The cat has poured milk on the carpet.,Kappa eyiye amata ku kapeti.,kambale
Land surveyors are very expensive.,Abapunta b'ettaka ba bbeeyi nnyo.,kambale
Admittedly some have fled over the years.,Ekituufu kiri nti emyaka bwe gigenze giyitawo abamu badduse.,kambale
Only qualified drivers will be allowed on the road.,Abagoba b'ebiddukka abatuukiriza ebisaanyizo be bokka abajja okukkirizibwa ku luguudo.,kambale
Ambulances should be equipped with oxygen.,Ambyulensi zirina okubaamu oxygen.,kambale
We have some misunderstandings are mongs us.,Tulinamu obutakwatagana wakati muffe.,kambale
Quarantine is now a mandate for all people coming from abroad.,Kalantiini kati ya buwaze eri abantu bonna abava ebweru w'eggwanga.,kambale
The Confederation of African Football has canceled its media and marketing rights agreement.,Akakiiko akafuga omupiira ku lukalu lwa Afirika kaasazaamu endagaano y'obwakitunzi n'empuliziganya.,kambale
Our father encouraged us during hard work.,Taata waffe yatukubiriza mu kaseera k'okukola.,kambale
What pleases you?,Kiki ekikusanyusa?,kambale
Our village football team reached the finals in last year's Christmas cup.,Ttiimu yaffe ey'omupiira gw'ebigere yatuuka ku kamalirizo k'ekikopo ky'amazaalibwa ag'omwaka oguwedde.,kambale
My daughter likes to play with dolls.,Muwala wange ayagala nnyo okuzannyisa ddole.,kambale
The government should increase the income allocated towards road construction.,Gavumenti erina okwongera ku nsimbi eziteekebwa mu kukola enguudo.,kambale
They carry out farming on a large scale.,Balima ku kigero ekinene.,kambale
Biology teachers also teach sex education in schools.,Abasomesa b'essomo lya Biology basomesa ku nsonga ez'okwegatta mu masomero .,kambale
The region looks forward to more game fixtures.,Ekitundu kyetegekera enzannya endala mu maaso.,kambale
They are mobilizing the community with testing and counselling.,Bakunga abantu okugenda okwekebeza n'okubudaabudibwa..,kambale
We have been married for a year now.,Twakamala omwaka gumu nga tuli bafumbo.,kambale
Women show their anger about violence against them.,Abakazi booleka obusungu olw'ebikolwa eby'obukambwe ebibakolwako.,kambale
Moyo district hosts two hundred thousand refugees.,Disitulikiti y'e Moyo erimu abanoonyiboobubudamu emitwalo abiri.,kambale
Egyptian competition authority requires the Confederation of African football to make compensation.,Akakiiko akavunaanyizibwa ku kuvuganya kaagala akakiiko akaddukanya omupiira gw'ebigere kaliwe.,kambale
He was not allowed to move out of the country.,Yali takkirizibwa kuva mu ggwanga.,kambale
The government should organise training programs for health workers.,Gavumenti eyina okuteekateka okutendekebwa kw'abasawo.,kambale
He planted oranges and pawpaw trees at the side of his plantation.,Yasimba amapaapaali n'emicungwa ku mmabali g'olusuku lwe.,kambale
We shall pay your money.,Tujja kukusasula ssente zo.,kambale
There is a water shortage in the whole university.,Amazzi gabuze mu yunivasite yonna.,kambale
When she was flying in the helicopter she could see the whole village from above.,Bwe yali mu nnamunkanga yali asobola okulaba ekyalo kyonna ng'ali mu bbanga.,kambale
She is on maternity leave up to next year.,Ali mu luwummula lw'okuzaala okutuusa omwaka ogujja.,kambale
Medical problems cause poor performance at school.,Ebizibu by'enzijanjaba biviirako okukola obubi ku ssomero.,kambale
He is having a belly ache.,Olubuto lumuluma.,kambale
Have your say during the election.,Wa ekirowoozo kyo mu kiseera ky'okulonda.,kambale
Many people attended the funeral service.,Abantu bangi baabaddewo mu kuziika.,kambale
People should be patient with one another in order to be in peace and harmony.,Abantu basaanidde okugumiikiriza bannaabwe okusobola okubeera mu mirembe era n'okukolagana.,kambale
The traffic officers have got a new uniform.,Abasirikale b'ebidduka baafunye unifoomu empya.,kambale
He is Uganda's best football player.,Ye Munnayuganda asinga okuzannyi omupiira gw'ebigere.,kambale
It is very good to put your trust in God.,Kiba kirungi nnyo okussa obwesige bwo mu Katonda.,kambale
There are deaths and serious injuries caused by police.,Bangi bafudde n'abalala ne bafuna ebisago eby'amaanyi nga bireeteddwa poliisi.,kambale
The police have set up a roadblock to track the prisoner who escaped from jail.,Poliisi etaddewo emiziziko mu nguudo okusobola okukwata omusibe eyadduse mu kkomera.,kambale
